city,scope,model_name,target_column,precision,recall,f1,f2,n_rows,n_positive_true,n_positive_pred,train_time_s,infer_time_s,search_time_s,total_time_s
new_york,multivariate,OCSVM,ALL_FEATURES,0.5244755244755245,0.35046728971962615,0.42016806722689076,0.37537537537537535,20856,214,143,0.0721,0.065507,13.4889,13.5611
new_york,univariate,OCSVM,temperature_2m,0.0037688442211055275,0.038461538461538464,0.006864988558352402,0.013537906137184115,20856,78,796,0.0286,0.024884,10.5996,10.6282
new_york,univariate,OCSVM,apparent_temperature,0.005076142131979695,0.013333333333333334,0.007352941176470588,0.01006036217303823,20856,75,197,0.0406,0.03772,8.5873,8.6278
new_york,univariate,VAE,precipitation,0.004357298474945534,0.05263157894736842,0.008048289738430584,0.016366612111292964,20856,76,918,2.7851,0.000254,27.5558,30.3409
new_york,univariate,VAE,surface_pressure,0.6545454545454545,0.48,0.5538461538461539,0.5070422535211268,20856,75,55,4.1699,0.000608,19.031,23.2009
new_york,univariate,VAE,soil_temperature_7_to_28cm,0.0,0.0,0.0,0.0,20856,73,140,1.693,0.000216,18.1466,19.8395
new_york,univariate,AE,soil_moisture_7_to_28cm,0.07692307692307693,0.03896103896103896,0.05172413793103448,0.043227665706051875,20856,77,39,0.1848,0.000419,13.3064,13.4912
paris,multivariate,AE,ALL_FEATURES,0.40476190476190477,0.3238095238095238,0.35978835978835977,0.3373015873015873,20856,210,168,0.7166,0.000605,17.7728,18.4893
paris,univariate,OCSVM,temperature_2m,0.005225653206650831,0.13580246913580246,0.010064043915827997,0.022643062988884313,20856,81,2105,0.0186,0.017332,10.4779,10.4966
paris,univariate,VAE,apparent_temperature,0.0049586776859504135,0.036585365853658534,0.008733624454148471,0.01607717041800643,20856,82,605,0.33,0.000191,19.6881,20.0181
paris,univariate,AE,precipitation,0.007168458781362007,0.04938271604938271,0.012519561815336464,0.022675736961451247,20856,81,558,0.5617,0.00059,20.1673,20.729
paris,univariate,OCSVM,surface_pressure,0.9066666666666666,0.9855072463768116,0.9444444444444444,0.9686609686609686,20856,69,75,0.0844,0.073023,11.7555,11.8399
paris,univariate,VAE,soil_temperature_7_to_28cm,1.0,0.012987012987012988,0.02564102564102564,0.016181229773462782,20856,77,1,1.5988,0.000576,21.0822,22.681
paris,univariate,AE,soil_moisture_7_to_28cm,0.024691358024691357,0.0273972602739726,0.025974025974025976,0.02680965147453083,20856,73,81,0.8144,0.000502,11.233,12.0473
tokyo,multivariate,OCSVM,ALL_FEATURES,0.6136363636363636,0.25961538461538464,0.36486486486486486,0.29347826086956524,20856,208,88,0.0647,0.059534,13.3942,13.4589
tokyo,univariate,AE,temperature_2m,0.006806930693069307,0.11956521739130435,0.01288056206088993,0.027721774193548387,20856,92,1616,2.311,0.000809,21.8149,24.1259
tokyo,univariate,AE,apparent_temperature,0.010101010101010102,0.012987012987012988,0.011363636363636364,0.012285012285012284,20856,77,99,1.3708,0.000678,22.5955,23.9663
tokyo,univariate,AE,precipitation,0.012195121951219513,0.02631578947368421,0.016666666666666666,0.021367521367521368,20856,76,164,0.5129,0.000958,19.3201,19.833
tokyo,univariate,OCSVM,surface_pressure,0.8260869565217391,1.0,0.9047619047619048,0.9595959595959596,20856,57,69,0.2756,0.251543,9.0611,9.3367
tokyo,univariate,AE,soil_temperature_7_to_28cm,0.022222222222222223,0.06666666666666667,0.03333333333333333,0.047619047619047616,20856,60,180,2.6349,0.000918,27.6877,30.3226
tokyo,univariate,VAE,soil_moisture_7_to_28cm,0.012195121951219513,0.08045977011494253,0.02118003025718608,0.03796095444685466,20856,87,574,0.3327,0.000733,13.5789,13.9116
